"","State","State.Code","Region","Division","GEOID","medIncomeE","medIncomeM","giniE","giniM","rentE","rentM","rentPercE","rentPercM","ownPercE","ownPercM","mortPercE","mortPercM","noMortPercE","noMortPercM","Year"
"628","Utah","UT","West","Mountain","49",62912,1223,0.4252,0.0051,925,12,27.7,0.6,18,0.3,21.2,0.3,10,NA,2015
"629","Utah","UT","West","Mountain","49",55117,803,0.414,0.008,793,12,29.5,0.7,21.3,0.3,24.9,0.3,9,0.3,2009
"630","Utah","UT","West","Mountain","49",75780,1093,0.4268,0.0069,1098,15,27.7,0.7,17.4,0.3,20.7,0.3,9,NA,2019
"631","Vermont","VT","Northeast","New England","50",49907,1176,0.428,0.01,756,21,29.7,1.1,22.9,0.5,25.8,0.8,16.4,0.7,2007
"632","Vermont","VT","Northeast","New England","50",52578,1561,0.4537,0.0127,865,19,31.9,1.2,21.9,0.5,24.3,0.5,16.9,0.7,2013
"633","Vermont","VT","Northeast","New England","50",52776,1420,0.4308,0.0098,849,22,31.7,1.5,23,0.5,25.5,0.7,16.6,0.8,2011
"634","Vermont","VT","Northeast","New England","50",52977,1259,0.4392,0.0088,860,18,30.3,1.2,22.7,0.4,24.8,0.5,16.8,0.6,2012
"635","Vermont","VT","Northeast","New England","50",57677,1672,0.4539,0.0093,925,21,30.4,1.5,20.9,0.5,23.2,0.5,15.3,0.7,2016
"636","Vermont","VT","Northeast","New England","50",54166,1724,0.4406,0.0096,917,26,30.6,1.6,21.9,0.5,24.4,0.6,16.8,0.6,2014
"637","Vermont","VT","Northeast","New England","50",52104,980,0.434,0.012,797,29,31.1,1.3,23.3,0.4,25.8,0.6,16.4,0.8,2008
"638","Vermont","VT","Northeast","New England","50",51618,950,0.428,0.009,829,24,30.5,1,23.5,0.5,26.1,0.6,16.7,0.9,2009
"639","Vermont","VT","Northeast","New England","50",57513,2088,0.4525,0.0108,950,28,30.3,1.4,20.5,0.5,23.2,0.5,15,0.6,2017
"640","Vermont","VT","Northeast","New England","50",49406,1483,0.444,0.009,823,20,31.8,1.4,23.5,0.4,26,0.6,16.3,0.8,2010
"641","Vermont","VT","Northeast","New England","50",60782,1551,0.4473,0.0151,969,29,28.8,1,20.2,0.5,22.6,0.5,15.5,0.6,2018
"642","Vermont","VT","Northeast","New England","50",56990,1325,0.4452,0.0102,923,22,30.2,1.2,21.3,0.4,23.9,0.4,15.2,0.8,2015
"643","Vermont","VT","Northeast","New England","50",47665,1270,0.42,0.009,716,22,30.5,1.2,22.9,0.5,25.4,0.6,16,0.7,2006
"644","Vermont","VT","Northeast","New England","50",63001,1755,0.4471,0.0114,980,25,32,1.3,19.3,0.4,22,0.6,14,0.5,2019
"645","Virginia","VA","South","South Atlantic","51",61741,410,0.4661,0.0028,1068,10,30.1,0.4,19.9,0.2,23.1,0.2,10.6,0.2,2012
"646","Virginia","VA","South","South Atlantic","51",64902,624,0.4658,0.0032,1116,10,30.1,0.4,19,0.2,22.1,0.2,10.3,0.2,2014
"647","Virginia","VA","South","South Atlantic","51",62666,665,0.4672,0.0031,1086,10,29.7,0.4,19.2,0.2,22.5,0.2,10.3,0.2,2013
"648","Virginia","VA","South","South Atlantic","51",61233,435,0.46,0.004,934,12,28.9,0.4,21.5,0.2,24.7,0.3,10.5,0.3,2008
"649","Virginia","VA","South","South Atlantic","51",68114,748,0.4705,0.0034,1159,13,29.6,0.4,18.3,0.1,21.3,0.2,10,NA,2016
"650","Virginia","VA","South","South Atlantic","51",66262,541,0.4681,0.003,1144,10,29.8,0.4,18.9,0.2,22.1,0.3,10.3,0.3,2015
"651","Virginia","VA","South","South Atlantic","51",60674,457,0.459,0.003,1019,11,30.2,0.4,21.3,0.2,24.7,0.2,11.4,0.3,2010
"652","Virginia","VA","South","South Atlantic","51",71535,544,0.4674,0.0037,1179,11,28.7,0.4,18.1,0.2,21.2,0.2,10,NA,2017
"653","Virginia","VA","South","South Atlantic","51",56277,458,0.456,0.004,846,10,28.2,0.4,21.1,0.2,24.1,0.2,10.9,0.2,2006
"654","Virginia","VA","South","South Atlantic","51",59562,589,0.456,0.004,892,9,28.4,0.4,21.5,0.2,24.6,0.2,10.9,0.3,2007
"655","Virginia","VA","South","South Atlantic","51",76456,842,0.469,0.0035,1254,16,28.3,0.4,17.4,0.2,20.5,0.3,9,NA,2019
"656","Virginia","VA","South","South Atlantic","51",59330,482,0.456,0.003,989,9,29.8,0.4,21.7,0.2,24.8,0.2,11.1,0.3,2009
"657","Virginia","VA","South","South Atlantic","51",61882,507,0.4632,0.0035,1062,13,30.1,0.5,20.9,0.2,24,0.2,11.2,0.3,2011
"658","Virginia","VA","South","South Atlantic","51",72577,686,0.4754,0.0041,1215,12,29.4,0.4,18.2,0.2,21.1,0.3,10.3,0.3,2018
"659","Washington","WA","West","Pacific","53",52583,479,0.443,0.005,779,6,29,0.5,23.2,0.2,26.5,0.3,12.1,0.2,2006
"660","Washington","WA","West","Pacific","53",67106,595,0.4591,0.0046,1135,10,29,0.4,19.4,0.2,22.5,0.2,11.1,0.2,2016
"661","Washington","WA","West","Pacific","53",58405,671,0.4572,0.0036,989,8,30.5,0.4,20.6,0.2,24,0.3,11.6,0.2,2013
"662","Washington","WA","West","Pacific","53",74073,697,0.4574,0.0036,1316,12,29.1,0.3,19.3,0.2,22.5,0.2,11.7,0.3,2018
"663","Washington","WA","West","Pacific","53",57573,595,0.4498,0.0036,954,8,30.4,0.5,21.8,0.2,25,0.2,12.1,0.3,2012
"664","Washington","WA","West","Pacific","53",61366,485,0.4542,0.0037,1032,10,30,0.4,20,0.3,23.4,0.2,11.4,0.2,2014
"665","Washington","WA","West","Pacific","53",55591,501,0.444,0.004,816,8,28.9,0.3,23.3,0.2,26.7,0.3,12.2,0.3,2007
"666","Washington","WA","West","Pacific","53",64129,794,0.4561,0.0038,1080,10,29.2,0.4,19.5,0.2,22.7,0.2,11.2,0.2,2015
"667","Washington","WA","West","Pacific","53",58078,575,0.442,0.004,874,8,29.2,0.4,23.3,0.2,26.9,0.3,11.8,0.2,2008
"668","Washington","WA","West","Pacific","53",55631,550,0.441,0.004,908,8,30.6,0.5,23.1,0.2,26.7,0.3,12.1,0.2,2010
"669","Washington","WA","West","Pacific","53",56835,569,0.4449,0.0036,930,9,30.4,0.6,22.7,0.2,26.1,0.3,12.6,0.2,2011
"670","Washington","WA","West","Pacific","53",78687,923,0.4577,0.0037,1359,14,29,0.3,18.9,0.2,22.4,0.2,10.6,0.3,2019
"671","Washington","WA","West","Pacific","53",70979,583,0.4561,0.0039,1216,13,29.2,0.4,19.4,0.2,22.5,0.2,11.3,0.2,2017
"672","Washington","WA","West","Pacific","53",56548,528,0.439,0.004,911,8,30,0.5,23.2,0.2,26.9,0.2,12,0.2,2009
"673","West Virginia","WV","South","South Atlantic","54",35059,618,0.447,0.007,499,11,29,0.9,15.2,0.3,20.2,0.5,9.9,0.3,2006
"674","West Virginia","WV","South","South Atlantic","54",40196,697,0.4638,0.0073,607,12,29.1,0.9,14.3,0.2,19.2,0.3,10,NA,2012
"675","West Virginia","WV","South","South Atlantic","54",37435,707,0.463,0.008,552,9,29.4,0.9,15.1,0.4,19.5,0.3,9.9,0.3,2009
"676","West Virginia","WV","South","South Atlantic","54",37989,1017,0.453,0.008,528,10,28.6,0.8,15.1,0.3,20.2,0.5,9.1,0.3,2008
"677","West Virginia","WV","South","South Atlantic","54",42019,793,0.4581,0.0059,675,12,28.9,0.8,14,0.3,18.3,0.3,10,NA,2015
"678","West Virginia","WV","South","South Atlantic","54",37060,760,0.454,0.008,525,11,27.8,0.9,15.2,0.3,20,0.4,9.6,0.3,2007
"679","West Virginia","WV","South","South Atlantic","54",41253,746,0.4647,0.0073,620,11,28.9,0.9,14.3,0.3,19.5,0.4,10,NA,2013
"680","West Virginia","WV","South","South Atlantic","54",43385,1112,0.4711,0.0082,682,15,29.2,1,14.1,0.3,18.4,0.4,10,NA,2016
"681","West Virginia","WV","South","South Atlantic","54",43469,1393,0.4686,0.0069,690,15,29.4,0.9,13.8,0.2,18.6,0.4,10,NA,2017
"682","West Virginia","WV","South","South Atlantic","54",48850,1131,0.4644,0.0068,727,14,28.2,0.9,13.1,0.2,17.8,0.3,9,NA,2019
"683","West Virginia","WV","South","South Atlantic","54",41059,651,0.4546,0.0074,656,11,28.3,1,14.1,0.3,18.8,0.3,10,NA,2014
"684","West Virginia","WV","South","South Atlantic","54",44097,1016,0.4742,0.008,735,12,29.7,0.9,14.1,0.2,18.5,0.3,10,0.3,2018
"685","West Virginia","WV","South","South Atlantic","54",38482,875,0.4721,0.0089,599,10,29.3,1.2,14.7,0.3,19.9,0.4,10,NA,2011
"686","West Virginia","WV","South","South Atlantic","54",38218,896,0.451,0.007,571,12,29.7,1.1,15,0.3,20.1,0.5,10,NA,2010
"687","Wisconsin","WI","Midwest","East North Central","55",51467,370,0.4446,0.0034,758,6,28.9,0.3,19.5,0.2,22.4,0.2,13.4,0.2,2013
"688","Wisconsin","WI","Midwest","East North Central","55",48772,440,0.424,0.005,658,6,28.4,0.4,22.1,0.2,24.6,0.2,14.2,0.2,2006
"689","Wisconsin","WI","Midwest","East North Central","55",52622,433,0.4397,0.0041,782,6,28.9,0.4,19.4,0.2,22.1,0.2,13.5,0.2,2014
"690","Wisconsin","WI","Midwest","East North Central","55",56811,549,0.4498,0.0037,802,7,27.5,0.4,18.1,0.2,20.4,0.2,12.6,0.3,2016
"691","Wisconsin","WI","Midwest","East North Central","55",60773,391,0.4483,0.0043,847,6,27.2,0.4,17.5,0.2,19.8,0.2,12.3,0.2,2018
"692","Wisconsin","WI","Midwest","East North Central","55",50578,364,0.428,0.004,673,6,27.7,0.4,21.7,0.2,24.4,0.2,13.9,0.2,2007
"693","Wisconsin","WI","Midwest","East North Central","55",51059,321,0.4401,0.0042,743,6,29.4,0.5,20.3,0.2,23,0.2,13.6,0.2,2012
"694","Wisconsin","WI","Midwest","East North Central","55",52094,357,0.426,0.004,704,5,28,0.4,21.8,0.2,24.5,0.2,13.8,0.3,2008
"695","Wisconsin","WI","Midwest","East North Central","55",55638,427,0.441,0.0032,792,5,28.2,0.4,18.6,0.1,21.1,0.2,12.9,0.2,2015
"696","Wisconsin","WI","Midwest","East North Central","55",50395,428,0.437,0.0038,739,5,29.6,0.4,21.4,0.2,24.1,0.3,14.1,0.2,2011
"697","Wisconsin","WI","Midwest","East North Central","55",64168,600,0.4391,0.0038,867,6,26.8,0.4,16.9,0.2,19.4,0.2,11.4,0.2,2019
"698","Wisconsin","WI","Midwest","East North Central","55",59305,587,0.4467,0.0035,819,6,27.2,0.4,17.6,0.2,19.9,0.2,12.2,0.3,2017
"699","Wisconsin","WI","Midwest","East North Central","55",49001,500,0.43,0.004,715,5,29.8,0.4,21.7,0.2,24.5,0.2,14,0.2,2010
"700","Wisconsin","WI","Midwest","East North Central","55",49993,405,0.432,0.004,708,7,29.1,0.4,21.8,0.2,24.4,0.2,13.9,0.3,2009
"701","Wyoming","WY","West","Mountain","56",60434,1759,0.4326,0.0155,832,26,27.1,1.5,16.7,0.6,21,0.7,10,NA,2017
"702","Wyoming","WY","West","Mountain","56",47423,1479,0.413,0.015,601,24,24.9,1.6,17.5,0.5,22.1,0.6,9,0.5,2006
"703","Wyoming","WY","West","Mountain","56",57055,1983,0.427,0.0147,792,30,25.3,1.3,16.5,0.5,20.4,0.7,10,NA,2014
"704","Wyoming","WY","West","Mountain","56",58752,1796,0.4183,0.012,780,24,26.5,1.4,16.5,0.6,20.9,0.7,10,NA,2013
"705","Wyoming","WY","West","Mountain","56",53207,1992,0.441,0.02,636,19,25.4,1.3,17.7,0.5,22.2,0.6,9.5,0.6,2008
"706","Wyoming","WY","West","Mountain","56",65003,2118,0.4345,0.0145,822,33,27.3,1.9,16.2,0.6,19.5,0.6,9,NA,2019
"707","Wyoming","WY","West","Mountain","56",52664,1877,0.415,0.014,700,32,24.7,1.3,17.7,0.6,22.2,0.7,9.3,0.5,2009
"708","Wyoming","WY","West","Mountain","56",60214,1582,0.4374,0.0153,815,32,25.2,1.7,16.3,0.5,20.1,0.7,10,NA,2015
"709","Wyoming","WY","West","Mountain","56",59882,2214,0.436,0.0128,840,32,26.8,1.2,16.6,0.5,20.5,0.7,10,NA,2016
"710","Wyoming","WY","West","Mountain","56",61584,1401,0.4555,0.0203,818,32,26.2,1.5,16.3,0.5,20.3,0.8,9,NA,2018
"711","Wyoming","WY","West","Mountain","56",51731,1322,0.437,0.022,636,21,22.7,1.2,16.7,0.6,20.5,0.7,9.6,0.5,2007
"712","Wyoming","WY","West","Mountain","56",54901,1491,0.4166,0.0117,742,18,27.4,1.4,16.6,0.5,20.6,0.8,10,NA,2012
"713","Wyoming","WY","West","Mountain","56",56322,1890,0.4081,0.0124,759,31,25.1,1.1,17.6,0.5,21.5,0.7,10,NA,2011
"714","Wyoming","WY","West","Mountain","56",53512,1894,0.423,0.017,693,24,25.3,1.4,17.3,0.6,22,0.6,10,NA,2010
